Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
STAY,"Extended Stay America, Inc.",13.23,$2.71B,2013,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/stay
EXTN,Exterran Corporation,15.16,$532.92M,2015,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/extn
EXR,Extra Space Storage Inc,87.35,$10.78B,2004,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/exr
XOM,Exxon Mobil Corporation,76.57,$318.76B,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/xom
FNB,F.N.B. Corporation,11.66,$2.04B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fnb
FNB^E,F.N.B. Corporation,29.77,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fnb^e
FN,Fabrinet,23.12,$827.33M,2010,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/fn
FDS,FactSet Research Systems Inc.,145.87,$6.01B,1996,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/fds
FICO,Fair Isaac Corporation,83.97,$2.61B,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/fico
FMSA,Fairmount Santrol Holdings Inc.,1.47,$237.31M,2014,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/fmsa
FPI,Farmland Partners Inc.,10.2,$122.22M,2014,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/fpi
FFG,"FBL Financial Group, Inc.",58.42,$1.45B,1996,Finance,Life Insurance,http://www.nasdaq.com/symbol/ffg
FCB,"FCB Financial Holdings, Inc.",30.99,$1.27B,2014,Finance,Major Banks,http://www.nasdaq.com/symbol/fcb
AGM,Federal Agricultural Mortgage Corporation,28.34,$308.29M,n/a,Finance,Finance Companies,http://www.nasdaq.com/symbol/agm
AGM.A,Federal Agricultural Mortgage Corporation,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/agm.a
AGM^A,Federal Agricultural Mortgage Corporation,25.22,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/agm^a
AGM^B,Federal Agricultural Mortgage Corporation,26.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/agm^b
AGM^C,Federal Agricultural Mortgage Corporation,27.1,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/agm^c
FRT,Federal Realty Investment Trust,150.29,$10.43B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/frt
FSS,Federal Signal Corporation,14.21,$883.13M,n/a,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/fss
FII,"Federated Investors, Inc.",25.93,$2.7B,1998,Finance,Investment Managers,http://www.nasdaq.com/symbol/fii
FPT,Federated Premier Intermediate Municipal Income Fund,13.4,$93.56M,2002,n/a,n/a,http://www.nasdaq.com/symbol/fpt
FMN,Federated Premier Municipal Income Fund,14.99,$92.73M,2002,n/a,n/a,http://www.nasdaq.com/symbol/fmn
FDX,FedEx Corporation,127.56,$35.16B,n/a,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/fdx
FCH,FelCor Lodging Trust Incorporated,6.46,$926.29M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/fch
FCH^A,FelCor Lodging Trust Incorporated,24.1,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/fch^a
RACE,Ferrari N.V.,41.85,$7.91B,2015,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/race
FGP,"Ferrellgas Partners, L.P.",15.88,$1.56B,1994,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/fgp
FOE,Ferro Corporation,9.3,$806.31M,n/a,Basic Industries,Paints/Coatings,http://www.nasdaq.com/symbol/foe
FCAM,Fiat Chrysler Automobiles N.V.,66.084,n/a,2014,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/fcam
FCAU,Fiat Chrysler Automobiles N.V.,7.29,$12.38B,2014,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/fcau
FBR,Fibria Celulose S.A.,10.89,$6.03B,1997,Basic Industries,Paper,http://www.nasdaq.com/symbol/fbr
FGL,Fidelity and Guaranty Life,25.28,$1.49B,2013,Finance,Life Insurance,http://www.nasdaq.com/symbol/fgl
FNF,"Fidelity National Financial, Inc.",32.04,$11.32B,2014,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/fnf
FNFV,"Fidelity National Financial, Inc.",9.49,$3.35B,2014,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/fnfv
FIS,"Fidelity National Information Services, Inc.",59.45,$16.77B,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/fis
FMO,Fiduciary/Claymore MLP Opportunity Fund,10.05,$330.17M,2004,n/a,n/a,http://www.nasdaq.com/symbol/fmo
FSCE,Fifth Street Finance Corp.,24.05,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fsce
FAC,First Acceptance Corporation,2.25,$92.34M,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/fac
FAF,First American Corporation (The),33.88,$3.68B,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/faf
FBP,First BanCorp.,2.3,$494.53M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fbp
FCF,First Commonwealth Financial Corporation,8.19,$728.59M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fcf
FDC,First Data Corporation,14.3,$12.86B,2015,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/fdc
FHN,First Horizon National Corporation,12.52,$2.93B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fhn
FHN^A,First Horizon National Corporation,25.1601,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fhn^a
FR,"First Industrial Realty Trust, Inc.",19.94,$2.21B,1994,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/fr
AG,First Majestic Silver Corp.,2.69,$418.36M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/ag
FMD,First Marblehead Corporation (The),3.98,$46.48M,2003,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/fmd
FNFG^B,First Niagara Financial Group Inc.,27.13,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fnfg^b
FPO,First Potomac Realty Trust,9.88,$571.31M,2003,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/fpo
FPO^A,First Potomac Realty Trust,25.259,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fpo^a
FRC,FIRST REPUBLIC BANK,66.02,$9.4B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/frc
FRC^A,FIRST REPUBLIC BANK,25.81,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/frc^a
FRC^B,FIRST REPUBLIC BANK,25.4829,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/frc^b
FRC^C,FIRST REPUBLIC BANK,25.19,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/frc^c
FRC^D,FIRST REPUBLIC BANK,25.2999,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/frc^d
FRC^E,FIRST REPUBLIC BANK,27.45,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/frc^e
FRC^F,FIRST REPUBLIC BANK,26.12,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/frc^f
FFA,First Trust,11.91,$237.88M,2004,n/a,n/a,http://www.nasdaq.com/symbol/ffa
FMY,First Trust,14.14,$59.57M,2005,n/a,n/a,http://www.nasdaq.com/symbol/fmy
FAV,First Trust Dividend and Income Fund,7.59,$62.69M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fav
FDEU,First Trust Dynamic Europe Equity Income Fund,15.07,n/a,2015,n/a,n/a,http://www.nasdaq.com/symbol/fdeu
FIF,First Trust Energy Infrastructure Fund,12.84,$225.35M,2011,n/a,n/a,http://www.nasdaq.com/symbol/fif
FSD,First Trust High Income Long Short Fund,13.28,$478.83M,2010,n/a,n/a,http://www.nasdaq.com/symbol/fsd
FPF,First Trust Intermediate Duration Preferred & Income Fund,21.75,$1.32B,2013,n/a,n/a,http://www.nasdaq.com/symbol/fpf
FEI           ,First Trust MLP and Energy Income Fund,10.6,$481.66M,2012,n/a,n/a,http://www.nasdaq.com/symbol/fei           
FPL,First Trust New Opportunities MLP & Energy Fund,9.02,n/a,2014,n/a,n/a,http://www.nasdaq.com/symbol/fpl
FCT,First Trust Senior Floating Rate Income Fund II,12.01,$320.63M,2004,n/a,n/a,http://www.nasdaq.com/symbol/fct
FGB,First Trust Specialty Finance and Financial Opportunities Fund,5.02,$71.7M,2007,n/a,n/a,http://www.nasdaq.com/symbol/fgb
FHY,First Trust Strategic High Income Fund II,10.22,$86.45M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fhy
FEO,First Trust/Aberdeen Emerging Opportunity Fund,11.99,$63.88M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/feo
FAM,First Trust/Aberdeen Global Opportunity Income Fund,9.72,$169.23M,2006,n/a,n/a,http://www.nasdaq.com/symbol/fam
FE,FirstEnergy Corporation,32.28,$13.66B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/fe
FMER^A,FirstMerit Corporation,25.19,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fmer^a
FIT,"Fitbit, Inc.",18.81,$3.9B,2015,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/fit
OAKS,Five Oaks Investment Corp.,4.42,$65.08M,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/oaks
OAKS^A,Five Oaks Investment Corp.,14.77,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/oaks^a
FVE,"Five Star Quality Care, Inc.",2.61,$127.98M,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/fve
FBC,"Flagstar Bancorp, Inc.",19.94,$1.13B,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/fbc
DFP,Flaherty & Crumrine Dynamic Preferred and Income Fund Inc.,22.39,$428.92M,2013,n/a,n/a,http://www.nasdaq.com/symbol/dfp
PFD,Flaherty & Crumrine Preferred Income Fund Incorporated,12.64,$138.86M,1991,n/a,n/a,http://www.nasdaq.com/symbol/pfd
PFO,Flaherty & Crumrine Preferred Income Opportunity Fund Inc,10.49,$129.02M,1992,n/a,n/a,http://www.nasdaq.com/symbol/pfo
FFC,Flaherty & Crumrine Preferred Securities Income Fund Inc,19.53,$849.05M,2003,n/a,n/a,http://www.nasdaq.com/symbol/ffc
FLC,Flaherty & Crumrine Total Return Fund Inc,19.34,$191.42M,2003,n/a,n/a,http://www.nasdaq.com/symbol/flc
FLT,"FleetCor Technologies, Inc.",123.66,$11.4B,2010,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/flt
FLTX,Fleetmatics Group PLC,43.61,$1.68B,2012,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/fltx
FTK,"Flotek Industries, Inc.",6.29,$337.32M,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/ftk
FLO,"Flowers Foods, Inc.",20.73,$4.4B,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/flo
FLS,Flowserve Corporation,37.02,$4.84B,n/a,Capital Goods,Fluid Controls,http://www.nasdaq.com/symbol/fls
FLR,Fluor Corporation,42.89,$6.07B,n/a,Basic Industries,Military/Government/Technical,http://www.nasdaq.com/symbol/flr
FLY,Fly Leasing Limited,11.78,$486.84M,2007,n/a,n/a,http://www.nasdaq.com/symbol/fly
FMC,FMC Corporation,35.25,$4.71B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/fmc
FTI,"FMC Technologies, Inc.",24.31,$5.54B,n/a,Energy,Metal Fabrications,http://www.nasdaq.com/symbol/fti
FMX,Fomento Economico Mexicano S.A.B. de C.V.,87.72,$6.28B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/fmx
FL,"Foot Locker, Inc.",65.2,$8.95B,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/fl
F,Ford Motor Company,12.14,$48.18B,n/a,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/f
FELP,Foresight Energy LP,1.83,$238.17M,2014,Energy,Coal Mining,http://www.nasdaq.com/symbol/felp
FCE.A,"Forest City Realty Trust, Inc.",n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fce.a
FCE.B,"Forest City Realty Trust, Inc.",n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fce.b
FOR,Forestar Group Inc,9.18,$308.6M,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/for
FDI,"Fort Dearborn Income Securities, Inc.",14.29,$125.4M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fdi
FIG,Fortress Investment Group LLC,4.36,$1.93B,2007,Finance,Investment Managers,http://www.nasdaq.com/symbol/fig
FTAI,Fortress Transportation and Infrastructure Investors LLC,9.41,$712.51M,2015,n/a,n/a,http://www.nasdaq.com/symbol/ftai
FSM,Fortuna Silver Mines Inc.,2.31,$298.55M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/fsm
FBHS,"Fortune Brands Home & Security, Inc.",48.54,$7.75B,n/a,Basic Industries,Homebuilding,http://www.nasdaq.com/symbol/fbhs
FET,"Forum Energy Technologies, Inc.",10.06,$909.54M,2012,Energy,Metal Fabrications,http://www.nasdaq.com/symbol/fet
FCPT,"Four Corners Property Trust, Inc.",16.04,$685.58M,2015,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/fcpt
FNV,Franco-Nevada Corporation,42.46,$6.71B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/fnv
FC,Franklin Covey Company,17.98,$291.87M,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/fc
FSB,"Franklin Financial Network, Inc.",28.55,$300.51M,2015,Finance,Major Banks,http://www.nasdaq.com/symbol/fsb
BEN,"Franklin Resources, Inc.",34.04,$20.47B,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/ben
FT,Franklin Universal Trust,5.37,$134.96M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ft
FI,Frank&#39;s International N.V.,14.03,$2.18B,2013,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/fi
FCX,"Freeport-McMoran, Inc.",3.94,$4.55B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/fcx
FMS,Fresenius Medical Care Corporation,41.15,$25.09B,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/fms
FDP,"Fresh Del Monte Produce, Inc.",39.36,$2.06B,1997,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/fdp
FRO,Frontline Ltd.,2.17,$1.7B,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/fro
FSIC,FS Investment Corporation,8.04,$1.95B,2014,n/a,n/a,http://www.nasdaq.com/symbol/fsic
FCN,"FTI Consulting, Inc.",31.94,$1.34B,n/a,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/fcn
FRM,Furmanite Corporation,5.26,$199.93M,n/a,Basic Industries,Engineering & Construction,http://www.nasdaq.com/symbol/frm
FF,FutureFuel Corp.,11.79,$515.37M,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/ff
FXCM,FXCM Inc.,11.8,$63.4M,2010,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/fxcm
GCV,"Gabelli Convertible and Income Securities Fund, Inc. (The)",4.22,$58.33M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gcv
GCV^B,"Gabelli Convertible and Income Securities Fund, Inc. (The)",26.352,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gcv^b
GDV,Gabelli Dividend,16.22,$1.34B,2003,n/a,n/a,http://www.nasdaq.com/symbol/gdv
GDV^A,Gabelli Dividend,26.0501,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gdv^a
GDV^D,Gabelli Dividend,26.5099,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gdv^d
GAB,"Gabelli Equity Trust, Inc. (The)",4.76,$907.28M,1986,n/a,n/a,http://www.nasdaq.com/symbol/gab
GAB^D,"Gabelli Equity Trust, Inc. (The)",26.2,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gab^d
GAB^G,"Gabelli Equity Trust, Inc. (The)",24.4145,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gab^g
GAB^H,"Gabelli Equity Trust, Inc. (The)",25.095,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gab^h
GGZ,Gabelli Global Small and Mid Cap Value Trust (The),9.47,n/a,2014,n/a,n/a,http://www.nasdaq.com/symbol/ggz
GGT,Gabelli Multi-Media Trust Inc. (The),6.65,$161.08M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ggt
GGT^B,Gabelli Multi-Media Trust Inc. (The),26.222,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ggt^b
GUT,Gabelli Utility Trust (The),5.72,$238.84M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gut
GUT^A,Gabelli Utility Trust (The),25.8,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gut^a
GFA,Gafisa SA,1,$183.74M,2007,Basic Industries,Homebuilding,http://www.nasdaq.com/symbol/gfa
GCAP,"GAIN Capital Holdings, Inc.",6.83,$334.74M,2010,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/gcap
GBL,"Gamco Investors, Inc.",29.21,$743.23M,1999,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/gbl
GNT,"GAMCO Natural Resources, Gold & Income Tust ",4.91,$103.36M,2011,n/a,n/a,http://www.nasdaq.com/symbol/gnt
GME,Gamestop Corporation,25.67,$2.69B,2002,Consumer Services,Electronics Distribution,http://www.nasdaq.com/symbol/gme
GPS,"Gap, Inc. (The)",23.66,$9.51B,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/gps
IT,"Gartner, Inc.",84.12,$6.97B,1993,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/it
GLOG,GasLog LP.,7.08,$569.92M,2012,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/glog
GLOG^A,GasLog LP.,16.0199,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/glog^a
GLOP,GasLog Partners LP,11.25,$356M,2014,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/glop
GMT,GATX Corporation,38.82,$1.65B,n/a,Consumer Services,Transportation Services,http://www.nasdaq.com/symbol/gmt
GZT,Gazit-Globe Ltd.,7.61,$1.5B,2011,Finance,Real Estate,http://www.nasdaq.com/symbol/gzt
GNK,Genco Shipping & Trading Limited Warrants Expiring 12/31/2021 ,1.2,$87.48M,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/gnk
GNRT,"Gener8 Maritime, Inc.",6.79,$557.5M,2015,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/gnrt
GNRC,Generac Holdlings Inc.,30.57,$2.05B,2010,Consumer Durables,Metal Fabrications,http://www.nasdaq.com/symbol/gnrc
GAM,"General American Investors, Inc.",28.24,$840.11M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gam
GAM^B,"General American Investors, Inc.",26.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gam^b
BGC,General Cable Corporation,10.91,$533.37M,1997,Basic Industries,Telecommunications Equipment,http://www.nasdaq.com/symbol/bgc
GD,General Dynamics Corporation,126.37,$39.95B,n/a,Capital Goods,Marine Transportation,http://www.nasdaq.com/symbol/gd
GEH,General Electric Capital Corporation,26.03,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/geh
GEK,General Electric Capital Corporation,25.82,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/gek
GE,General Electric Company,28.24,$285.48B,n/a,Energy,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/ge
GEB,General Electric Company,25.72,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/geb
GGP,"General Growth Properties, Inc.",26.81,$23.66B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ggp
GGP^A,"General Growth Properties, Inc.",24.4699,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ggp^a
GIS,"General Mills, Inc.",55.33,$32.83B,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/gis
GM,General Motors Company,29.28,$45.17B,2010,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/gm
GM.WS.A,General Motors Company,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gm.ws.a
GM.WS.B,General Motors Company,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gm.ws.b
GSI,"General Steel Holdings, Inc.",1.4701,$24.4M,n/a,Capital Goods,Steel/Iron Ore,http://www.nasdaq.com/symbol/gsi
GCO,Genesco Inc.,62.78,$1.39B,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/gco
GWR,"Genesee & Wyoming, Inc.",46.87,$2.7B,n/a,Transportation,Railroads,http://www.nasdaq.com/symbol/gwr
GEL,"Genesis Energy, L.P.",28.37,$3.12B,1996,Energy,Oil Refining/Marketing,http://www.nasdaq.com/symbol/gel
GEN           ,"Genesis Healthcare, Inc.",2.75,$422.27M,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/gen           
GNE,Genie Energy Ltd.,8.72,$214.66M,2011,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/gne
GNE^A,Genie Energy Ltd.,7.21,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gne^a
G,Genpact Limited,24.07,$5.12B,2007,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/g
GPC,Genuine Parts Company,79.73,$12.02B,n/a,Capital Goods,Automotive Aftermarket,http://www.nasdaq.com/symbol/gpc
GNW,Genworth Financial Inc,2.46,$1.22B,2004,Finance,Life Insurance,http://www.nasdaq.com/symbol/gnw
GEO,Geo Group Inc (The),27.71,$2.07B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/geo
GPRK,Geopark Ltd,2.89,$166.16M,2014,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/gprk
GPE^A,Georgia Power Company,30.35,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/gpe^a
GGB,Gerdau S.A.,0.8454,$1.45B,n/a,Capital Goods,Steel/Iron Ore,http://www.nasdaq.com/symbol/ggb
GTY,Getty Realty Corporation,17.14,$572.85M,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/gty
GIMO,Gigamon Inc.,23.5,$799.53M,2013,Technology,EDP Services,http://www.nasdaq.com/symbol/gimo
GIL,"Gildan Activewear, Inc.",26.73,$6.52B,1998,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/gil
GLT,Glatfelter,15.6,$677.14M,n/a,Basic Industries,Paper,http://www.nasdaq.com/symbol/glt
GKOS,Glaukos Corporation,16.34,$524.53M,2015,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/gkos
GSK,GlaxoSmithKline PLC,40.03,$97.47B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/gsk
BRSS,"Global Brass and Copper Holdings, Inc.",19.32,$415.52M,2013,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/brss
GHI,"Global High Income Dollar Fund, Inc.",8.22,$177.48M,1993,n/a,n/a,http://www.nasdaq.com/symbol/ghi
GNL,"Global Net Lease, Inc.",6.96,$1.18B,2015,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/gnl
GLP,Global Partners LP,18.9,$642.52M,2005,Energy,Oil Refining/Marketing,http://www.nasdaq.com/symbol/glp
GPN,Global Payments Inc.,58.86,$7.61B,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/gpn
GLPW,Global Power Equipment Group Inc,2.82,$48.42M,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/glpw
